Are you self-employed?,How many employees does your company or organization have?,Is your employer primarily a tech company/organization?,Is your primary role within your company related to tech/IT?,Does your employer provide mental health benefits as part of healthcare coverage?,Do you know the options for mental health care available under your employer-provided coverage?,"Has your employer ever formally discussed mental health (for example, as part of a wellness campaign or other official communication)?",Does your employer offer resources to learn more about mental health concerns and options for seeking help?,Is your anonymity protected if you choose to take advantage of mental health or substance abuse treatment resources provided by your employer?,"If a mental health issue prompted you to request a medical leave from work, asking for that leave would be:",Do you think that discussing a mental health disorder with your employer would have negative consequences?,Do you think that discussing a physical health issue with your employer would have negative consequences?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Would you feel comfortable discussing a mental health disorder with your direct supervisor(s)?,Do you feel that your employer takes mental health as seriously as physical health?,Have you heard of or observed negative consequences for co-workers who have been open about mental health issues in your workplace?,Do you have medical coverage (private insurance or state-provided) which includes treatment of ??mental health issues?,Do you know local or online resources to seek help for a mental health disorder?,"If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to clients or business contacts?","If you have revealed a mental health issue to a client or business contact, do you believe this has impacted you negatively?","If you have been diagnosed or treated for a mental health disorder, do you ever reveal this to coworkers or employees?","If you have revealed a mental health issue to a coworker or employee, do you believe this has impacted you negatively?","If yes, what percentage of your work time (time performing primary or secondary job functions) is affected by a mental health issue?",Do you have previous employers?,Have your previous employers provided mental health benefits?,Were you aware of the options for mental health care provided by your previous employers?,Did your previous employers ever formally discuss mental health (as part of a wellness campaign or other official communication)?,Did your previous employers provide resources to learn more about mental health issues and how to seek help?,Was your anonymity protected if you chose to take advantage of mental health or substance abuse treatment resources with previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your previous co-workers?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Did you hear of or observe negative consequences for co-workers with mental health issues in your previous workplaces?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Why or why not?,Would you bring up a mental health issue with a potential employer in an interview?,Why or why not?,Do you feel that being identified as a person with a mental health issue would hurt your career?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,How willing would you be to share with friends and family that you have a mental illness?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Have your observations of how another individual who discussed a mental health disorder made you less likely to reveal a mental health issue yourself in your current workplace?,Do you have a family history of mental illness?,Have you had a mental health disorder in the past?,Do you currently have a mental health disorder?,"If yes, what condition(s) have you been diagnosed with?","If , what condition(s) do you believe you have?",Have you been diagnosed with a mental health condition by a medical professional?,"If so, what condition(s) were you diagnosed with?",Have you ever sought treatment for a mental health issue from a mental health professional?,"If you have a mental health issue, do you feel that it interferes with your work when being treated effectively?","If you have a mental health issue, do you feel that it interferes with your work when NOT being treated effectively?",What is your age?,What is your gender?,What country do you live in?,What US state or territory do you live in?,What country do you work in?,What US state or territory do you work in?,Which of the following best describes your work position?,Do you work remotely?
0,1-5,1,,0,0,0,0,,5,,,0,0,,1,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,0,"1, all of them","1, all of them","0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,I live in a country where they only care about what physicians tell them in a pre-contract exam.,0,"I don't think they would hire me, in the first place.",,,2,"1, I experienced",1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)",,0,,0,4,4,36,Male,Brazil,,Brazil,,Back-end Developer,Never
0,26-100,1,,1,,0,,,4,,0,,,1,0,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,0ne of them,,"Could be seen as a weakness, or a reason why you couldn't be as productive.",0,Could definitely be seen as a weakness and a reason why you wouldn't be as productive as someone without the issue.,1,1,4,0,,1,1,0,,,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,0,3,50,Male,United States of America,Minnesota,United States of America,Minnesota,Back-end Developer,Sometimes
0,6-25,1,,,,0,0,1,1,0,0,,1,,0,,,,,,,,0,,,,,,,,,,,,0,Seems like it could only hurt you,0,Would only hurt you,,0,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",1,1,1,31,Male,United States of America,Indiana,United States of America,Indiana,Supervisor/Team Lead,Sometimes
0,More than 1000,1,,1,,0,0,,2,0,0,,1,0,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,1,I would as likely it would effect my work,1,"For the same reason.  If it effects my work, they need to k0w.",0,,2,"1, I observed",Maybe,1,,,,"Mood Disorder (Depression, Bipolar Disorder, etc)|Obsessive-Compulsive Disorder",0,,0,1,4,40,Male,United States of America,New York,United States of America,New York,Dev Evangelist/Advocate,Always
0,6-25,1,,1,0,0,,,3,,0,0,,0,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",,0ne of them,,"If the health issue would 0t impact my performance, then I may 0t bring it up. ",1,I would bring up any issue that would affect my performance of that jobs duties ,,,2,"1, I experienced",N/A,0,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,,45,Male,United States of America,Michigan,United States of America,Michigan,DevOps/SysAdmin|Back-end Developer|Front-end Developer,Never
0,26-100,1,,,0,0,0,,4,,0,,,0,0,,,,,,,,1,,I was aware of some,0ne did,Some did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,,0,Mental health is still viewed as a taboo.,1,,4,0,,0,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",0,,0,,1,41,Male,Canada,,Canada,,Back-end Developer|Supervisor/Team Lead,Never
0,100-500,1,,1,,0,0,,1,,0,1,1,,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers",Some of my previous employers,,0ne of them,Maybe,,0,Could compromise my ability to get hired or look like a compelling candidate,,0,4,"1, I observed",0,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,4,28,Male,United States of America,Illi0is,United States of America,Illi0is,Back-end Developer|Front-end Developer,Sometimes
0,1-5,1,,1,,0,,0,3,0,0,,1,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,Maybe,Fear of being disqualified for the job,0,Too great a stigma. Would likely be rejected for a0ther candidate. ,1,,4,"1, I observed",Maybe,,,0,,,0,,1,3,3,51,Male,United States of America,California,United States of America,California,Support|Back-end Developer|Front-end Developer,Never
0,More than 1000,0,1,,,0,0,,4,0,0,1,1,,0,,,,,,,,1,"1, they all did",I was aware of some,Some did,Some did,,0ne of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,"I feel like bringing up a physical health issue would be a mark against me getting the job. If they had the choice between myself and a0ther candidate that didn't mention a health issue, I feel they would take the other candidate.",0,"I feel like bringing up a mental health issue would be a mark against me getting the job. If they had the choice between myself and a0ther candidate that didn't mention a health issue, I feel they would take the other candidate.",,0,4,0,,1,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Addictive Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,28,Male,United States of America,Kansas,United States of America,Kansas,DevOps/SysAdmin|Support,Sometimes
0,More than 1000,1,,1,1,,1,,3,,,,,,0,,,,,,,,1,"1, they all did","1, I was aware of all of them",,"1, they all did",,Some of them,0ne of them,Some of my previous employers,,,0ne of them,0,bias,0,bias,1,1,2,0,,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,4,35,Male,United States of America,Washington,United States of America,Washington,Back-end Developer,Sometimes
0,100-500,1,,1,,0,0,,,1,,0,,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,"1, all of them",0,Judgement,0,Judgement,1,1,3,"1, I observed",1,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Para0id, etc)",0,,1,3,4,29,Male,United States of America,Michigan,United States of America,California,Back-end Developer,Always
0,100-500,1,,,,0,,,2,0,0,,,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,0,"I barely k0w these people, probably, and I'd rather 0t give them any reasons to turn me down. I don't see an upside.",0,"I barely k0w these people, probably, and I'd rather 0t give them any reasons to turn me down. I don't see an upside.",0,0,4,0,,1,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",0,,0,,3,26,Male,United States of America,Texas,United States of America,Texas,Other|Dev Evangelist/Advocate|Sales|Back-end Developer|Front-end Developer,Sometimes
0,6-25,1,,,,0,0,1,3,0,0,,1,1,0,,,,,,,,1,,N/A (0t currently aware),,0ne did,,,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,Honesty,1,Honesty,,0,4,0,,0,0,0,,,0,,0,,,42,Male,Canada,,Canada,,HR|Supervisor/Team Lead|Executive Leadership,Sometimes
0,26-100,1,,1,,0,,,,,0,,,,0,,,,,,,,1,"0, 0ne did","1, I was aware of all of them",0ne did,0ne did,,Some of them,Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,0ne of them,,"I don't have any chronic physical illnesses, but my partner does.  If I had the same illness as them, I would feel that the interviewer would likely discount my ability to work effectively or feel that the necessary accommodations would be too significant.",0,Uncertain about reception.  Very difficult to determine an interviewer's experience and perception of mental illness.,,,,0,,1,0,0,,,0,,0,,,28,Male,Canada,,Canada,,Front-end Developer|Back-end Developer,Always
0,500-1000,1,,1,0,,,,3,,0,0,0,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,US worker protections are lacking; proving a protected class as reason for 0n-hire is difficult,0,Same as before; lack of worker protections and proof that 0n-hire was result of disclosure of condition,1,1,,N/A,,0,0,0,,,0,,0,,,40,Male,United States of America,Washington,United States of America,Washington,DevOps/SysAdmin,Sometimes
0,100-500,1,,,0,0,0,,,1,0,,1,0,0,,,,,,,,0,,,,,,,,,,,,Maybe,"I would expect an unconscious bias against someone whose employment involves extra risk of medical leave, accommodations, or expense. Even an employer with the best intentions might unintentionally favor the ""easier"" hire.",0,Stigma.,1,,5,0,,,1,1,Attention Deficit Hyperactivity Disorder|Pervasive Developmental Disorder (0t Otherwise Specified),,1,Attention Deficit Hyperactivity Disorder|PDD-0S (see above),1,4,4,23,Male,United States of America,Pennsylvania,United States of America,Pennsylvania,Back-end Developer,Sometimes
0,500-1000,1,,,,0,,,2,,0,,0,0,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,Maybe,"Some parts of tech require you to lift things, for example.",0,Quick way to 0t get the job.,,1,4,Maybe/0t sure,N/A,1,1,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,3,4,35,Male,United States of America,California,United States of America,California,Other,Always
0,500-1000,1,,,,1,1,,2,0,,,,1,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,Sometimes,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,,If it impacted the job I would most likely bring it up towards the end of the interview - more as a I would need some flexibility around this. But I'd want to be a contender for the job before I did. ,0,"I think there's a stigma around mental health and also an issue of trust. I don't want to share with someone who will violate that trust (a physical disability is more transparent than a mental one), and also deemed ""more dangerous"" to the workplace. ",,0,4,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder|Personality Disorder (Borderline, Antisocial, Para0id, etc)|Obsessive-Compulsive Disorder|Post-traumatic Stress Disorder",,0,,1,0,1,30,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate,Sometimes
0,6-25,1,,1,1,0,0,1,1,0,0,0,1,1,0,,,,,,,,0,,,,,,,,,,,,0,I imagine that would prompt the interviewers to quickly disregard my resume.,0,I imagine that would prompt the interviewers to quickly disregard my resume.,1,0,2,0,,0,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)",1,1,4,30,Male,United States of America,0rth Carolina,United States of America,0rth Carolina,Front-end Developer|Back-end Developer|DevOps/SysAdmin|Supervisor/Team Lead,Sometimes
0,100-500,1,,1,,0,,1,2,,0,,,,0,,,,,,,,1,Some did,N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,"0, at 0ne of my previous employers",Some did,Some of them,1,,,,1,0,2,/0t sure,,,0,0,,,0,,0,,,34,Male,United States of America,California,United States of America,California,Back-end Developer|DevOps/SysAdmin,Never
0,100-500,0,0,,0,0,,,2,0,0,1,1,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,"1, all of them","1, all of them",Some of my previous employers,"0, at 0ne of my previous employers",0ne did,Some of them,1,"I am to the point in my career where if I can't be honest with my employer, then I do 0t want to work for them.",1,"I am to the point in my career that if can0t be honest with my employer, then I don't want to work for them.",,,,Maybe/0t sure,N/A,0,0,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",0,,0,,,31,Male,United States of America,Indiana,United States of America,Missouri,Designer,Sometimes
0,26-100,0,1,0,,0,0,,1,,0,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,,,0,Privacy,1,,5,0,,,0,0,,,0,,0,,,26,Male,Colombia,,Colombia,,Front-end Developer,Always
0,More than 1000,1,,1,,1,,,,,0,,1,,0,,,,,,,,1,"1, they all did",I was aware of some,Some did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,Maybe,"Don't currently have one, so 0t sure I'd have anything to bring up. Haven't had to think about it.",0,General sense of stigma.,1,1,4,"1, I observed",Maybe,1,1,,,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,"Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,37,Male,United States of America,California,United States of America,California,Dev Evangelist/Advocate|DevOps/SysAdmin,Never
0,26-100,0,1,1,1,0,1,1,,,,,,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,,Some of them,Some of my previous employers,,,0ne of them,,Due to increased healthcare cost potential,,Would want them to k0w in case of potential impact on my work.  But would be hesitant due to possible stigma associated with it ,,0,4,0,,0,0,0,,,0,,0,,,51,Male,United States of America,Indiana,United States of America,Indiana,Executive Leadership|Supervisor/Team Lead,Sometimes
0,26-100,0,1,,0,0,0,,,0,0,,1,,0,,,,,,,,1,"0, 0ne did",N/A (0t currently aware),0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,0ne of them,Maybe,Depends on the vibe from the interview.,Maybe,Depends on the vibe and the type of work.,0,,5,0,,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Obsessive-Compulsive Disorder",1,1,4,26,Male,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer|Front-end Developer,Sometimes
0,26-100,1,,1,,1,,1,1,0,0,1,1,1,0,,,,,,,,1,,N/A (0t currently aware),Some did,0ne did,,,0ne of them,Some of my previous employers,"1, at all of my previous employers",Some did,0ne of them,1,Because I value honesty very much and k0w that setting expectations in very beneficial for everybody,Maybe,,0,,5,0,,0,1,0,,,0,,1,0,3,32,Male,Netherlands,,Netherlands,,Back-end Developer,Never
0,100-500,1,,,0,,,,1,,,1,1,,0,,,,,,,,1,,N/A (0t currently aware),,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,0ne did,Some of them,0,It has 0thing to do with my job skills. My interviewer does 0t need to k0w about it. ,Maybe,"Same reason, if it does 0t affect my job skills, interviewer does 0t need to k0w. Otherwise, I might tell about it. ",,0,5,0,,0,0,0,,,0,,0,,,34,Male,France,,France,,Front-end Developer,Sometimes
0,6-25,0,1,1,,0,1,0,3,0,0,1,1,1,0,,,,,,,,0,,,,,,,,,,,,Maybe,Depends on the view of the employer about mental health.,Maybe,Depends on the amount of open view on it,0,0,4,0,,,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Stress Response Syndromes|Substance Use Disorder",,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",1,1,3,30,Male,Netherlands,,Netherlands,,Front-end Developer|Back-end Developer|Support|DevOps/SysAdmin,Never
0,100-500,1,,,,0,,,5,,,0,0,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,"1, all of them",Some of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",Some did,Some of them,0,You can be assured that it would 0t be a taken as a negative. ,0,"Same, although would have greater concern about employer viewing mental health as worse that a physical health issue as well as overall negative views of mental health issues. ",1,,1,"1, I observed",1,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)|Post-traumatic Stress Disorder",1,3,3,46,Male,United States of America,California,United States of America,California,Supervisor/Team Lead|Support,Sometimes
0,More than 1000,0,1,1,0,0,1,1,,,0,,1,,0,,,,,,,,1,Some did,I was aware of some,Some did,Some did,,,0ne of them,"0, at 0ne of my previous employers","0, at 0ne of my previous employers",0ne did,Some of them,0,It is 0t their concern unless it affects my ability to perform my job,0,I would be afraid it would jeopardize my chances,1,,3,"1, I observed",1,,1,1,Attention Deficit Hyperactivity Disorder,,1,Attention Deficit Hyperactivity Disorder,1,1,1,34,Male,United States of America,Tennessee,United States of America,Tennessee,Back-end Developer,Sometimes
0,More than 1000,1,,,0,1,,,3,0,0,,1,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,0,Would only bring it up if it affected my ability to do the job.,0,Would only bring it up if it affected my ability to do the job.,0,0,4,Maybe/0t sure,0,1,0,0,,,0,,0,,,37,Male,United States of America,Connecticut,United States of America,Connecticut,Back-end Developer|Front-end Developer,Sometimes
0,26-100,1,,,,0,,,,0,0,1,1,,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,,0ne of them,Some of my previous employers,"1, at all of my previous employers",,0ne of them,Maybe,Unk0wn ramifications. ,Maybe,Unk0wn ramifications. ,,0,4,0,,0,0,0,,,0,,0,,,26,Male,United States of America,Colorado,United States of America,Colorado,Back-end Developer,Sometimes
0,26-100,1,,1,0,0,,,,0,0,0,,1,0,,,,,,,,1,,N/A (0t currently aware),0ne did,0ne did,,Some of them,0ne of them,"0, at 0ne of my previous employers",,0ne did,0ne of them,,Too personal,0,I think it could negatively impact my candidacy for the position.,,,3,0,,0,0,,,Attention Deficit Hyperactivity Disorder,1,Attention Deficit Hyperactivity Disorder,1,1,3,31,Male,United States of America,Virginia,United States of America,Virginia,Front-end Developer,Sometimes
0,26-100,0,1,,,0,0,,2,0,0,,,1,1,,,,,,,,1,,N/A (0t currently aware),Some did,0ne did,,Some of them,0ne of them,Some of my previous employers,Some of my previous employers,Some did,0ne of them,1,,,"Afraid of niet being understood, that makes it hard to talk about it. Especially during an interview.",,1,2,/0t sure,1,1,1,1,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Mood Disorder (Depression, Bipolar Disorder, etc)",,0,,1,1,3,29,Male,Netherlands,,Netherlands,,DevOps/SysAdmin|Back-end Developer,Never
0,More than 1000,0,1,,,0,0,0,3,1,0,0,,,0,,,,,,,,1,"0, 0ne did","0, I only became aware later",0ne did,0ne did,,,0ne of them,"0, at 0ne of my previous employers",,,0ne of them,0,,0,,,1,5,"1, I observed",1,,,,,"Anxiety Disorder (Generalized, Social, Phobia, etc)|Stress Response Syndromes|Addictive Disorder",0,,1,4,3,35,Male,United States of America,Michigan,United States of America,Michigan,Supervisor/Team Lead|DevOps/SysAdmin,Never
0,26-100,1,,1,0,0,0,,5,1,,,,0,1,,,,,,,,1,Some did,I was aware of some,0ne did,0ne did,,Some of them,Some of them,Some of my previous employers,Some of my previous employers,Some did,Some of them,,"Depends greatly on the job involved.  I can adapt quickly to jobs involving heavy lifting, for example, but would 0t admit that it would probably wind me to start with.  Most physical health issues severe e0ugh to discuss are visible, and if they are 0t (say I have cancer and am going to be going on chemo) I would 0t discuss because of huge possibility of 0t being hired due to potential for medical leave / lots of absence.  ",0,"Mental health issues are hugely stigmatized.  I made the mistake of letting my last employer find out that I had ADHD and an adderall prescription 0t really thinking about it.  The head of engineering would joke about me ""doing meth"" after that at horrible moments including me (I have 0 degree) interviewing a PhD candidate who had done groundbreaking work in SMP and threaded rendering at SGI in the 90s and was all around awesome.  Luckily he made a joke about 0t talking about the shrooms he did to lighten that one, but there were many worse situations.  I was considered one of the most valued employees because of my ability to get anything done with the LLVM compiler system.  One day I pointed out to the manager in question that he was on a higher dosage of the same medication I was on, and the stupid meth jokes got worse from there.  It's 0t really a light accusation to make on somebody given our country's state of drug law, something which I am something of an activist for reform of.  It was was degrading. I was also made fun of for being autistic despite that 0t being a disorder I have.  ",1,0,4,"1, I experienced",N/A,0,1,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",,1,"Mood Disorder (Depression, Bipolar Disorder, etc)|Attention Deficit Hyperactivity Disorder",1,1,4,35,Male,United States of America,Indiana,United States of America,Indiana,Other|Back-end Developer|Front-end Developer|Designer,Sometimes
